event_date,event_type,asset,indicator
7/22/2030,quarantine_triggered,laptop-282,3b3138ef576f974e9a06735ef164f5e2bf7b57bcef7c0323c645436b7d1caf7c
11/11/2025,scan_completed,laptop-456,3d02f8e7d8c5728eae61240dd8b071e7b990b0e690acce8490298d8237c4b619
11/1/2026,scan_completed,laptop-689,534fd7e26a2ffdeb9911207f52b7934e12106df8651cbc7118c12c941eaaec47
2/17/2020,malware_alert,server-287,247ccc2fa136591cf33c3ff1b37d8d825b9d3562d5c7f41bdcb708cd5a5af5df
10/4/2022,quarantine_triggered,laptop-42,d9b3d4768b7950e5aeb15c6728a8607b3db111ab168161bfeb792ee9f850f046
12/16/2026,malware_alert,laptop-68,125026114b1877ac231f81ee301864bb7d4d628267cadfe93594f3a95dc3a878
7/29/2029,scan_completed,server-286,962839fe477c01dcd29e01455933907a65b0b25a26d5ee34b134c314d779c98d
10/18/2022,file_hash_detected,workstation-631,5b010c21d947984be7f0cf16182969ba62f7e22e83b649148401a12c135157a0
3/22/2027,file_hash_detected,workstation-2,6f0c015fb021f50d473061e17172d60ca8a2963910322010fac29fa17fcee624
11/16/2021,scan_completed,workstation-342,8a9919e74f934dc7d8a250d28ea7ef9c0ae7f44e3b3189b45c5ae236d5d6c847
5/18/2026,malware_alert,host-457,a89c49b60220478cb2f6cc0db289f2a64a403ab424c3a6a3de8570a846365424
11/24/2023,scan_completed,host-359,44da93edded8fd564c4697c2d4f472fd0f55e474d1e9d5c0b89c9ada7b05a954
3/2/2022,malware_alert,workstation-347,dde8cc64522254515d1004e63851ce0577b6ed72467ad46a772aa789bfc32550
9/11/2022,quarantine_triggered,server-554,9bd50945f469a50555fad74b9ce82a050a920319afb5a2a4f0b19d658b76dd28
7/13/2026,malware_alert,laptop-733,22d05bb7315a5385eabfe90b5aa2cf47766c510c89cf799e745095421b5fffd6
6/5/2026,file_hash_detected,workstation-604,969bafec0e3dcfbe6e7586cfc4f61f29077638f886c38395c579244d725625e0
10/20/2030,scan_completed,server-634,f02c49bad3b827e0515723e8b2fde772b3b99702ea4a248f2b48aca27ee669b0
1/15/2020,file_hash_detected,workstation-714,c787228d766eb248026d9914845901fe02215bed2dbe516057fbda1e6c1f372e
3/17/2020,file_hash_detected,workstation-553,52359b5a7e57edead7e0168454e1aeeaa25b18a01f0ec41897238fb9832a2a7c
8/25/2025,file_hash_detected,workstation-138,d8ee2d7ca723e019cc9124799393b56a895c053c5dd7453e795b335a560eb7ba
10/8/2025,quarantine_triggered,host-296,b2c0c9139814293e49c8a25d084716f2d8ba942303d024fb0e1a52d073867747
8/5/2028,file_hash_detected,workstation-184,dccbc98c4b0e5700005d0c48083e03cc744571ba46032b9a1c261a4fe1fbe59a
9/6/2024,quarantine_triggered,server-558,61267f8ed8e627b145f2e65727c3f705e11495ae8aa11a9c173c21e217e501f2
4/25/2027,scan_completed,laptop-670,c4666818474fa4ee92b0aa642e85dc992f66eb6e4a1eba282123ef455d124727
10/10/2030,quarantine_triggered,server-312,e617d701dcd18aee5c2bf17ce637c7caee2c52661ef8c60288a9d62d0840df68
12/5/2028,scan_completed,workstation-202,43dc14436de2362b31a22565ceccd09b5f3a00b3e83360b5d5bf459347648be2
11/6/2023,file_hash_detected,laptop-751,20e2a5e31bf586599cb70e6e121b50788f2eb472ae67e95f5e8bd3cbb8a24521
10/14/2024,scan_completed,workstation-417,9b63fef40340479596e0be03100a94b09f856fc7e87692e1b70c0c657c5d017a
1/25/2024,scan_completed,server-306,56508e8d8bb0bc18afce7525f5bda224cde26605dc2fc87b5c5e187ef6293e3a
10/23/2022,file_hash_detected,server-674,4ea69ffd503f85a227f106ec43ccd32f9b6efe0749d27cab3e03a4eab29bb835
11/14/2025,scan_completed,laptop-698,307a4fd8ac78c3a6147654eb5697d2e6b7ffadeda408fddfa0187b51a6dd624a
10/6/2024,scan_completed,server-532,21e4ae1dc83748240b7da2eb4690f1ca6a508a785ee306b7f8269774da210f0c
9/8/2030,malware_alert,laptop-190,d40c06bac5929128e7df4b7d5ca08042b497c1e47a16c4f32f1b70e24facc0b6
5/20/2022,scan_completed,workstation-97,376b5c7cb9d1dd25429c2045ca19b59f16564ab3bdb65e968524d332af875d23
12/23/2024,malware_alert,server-11,306ffd90b07eda39f65b76c50886ec3e43e3432f89a0269b618aa13f8867e4ce
11/3/2021,scan_completed,host-55,4930ecf1cc3c5195b79f722d1630dfa59ee35b852f8c63c391dafbe7ff4dedea
4/5/2028,scan_completed,host-733,94578bea78f0da7c8d83f8d64301e6e562c20453e86cefc23371913e5092f44f
2/9/2028,quarantine_triggered,laptop-616,ed10baae6c23d0da04836ef9e36121f8d58f9bd69a53c9c67d5d7215e82b40c3
10/3/2028,malware_alert,host-80,d9dc8ecc5d006fa97e13c3e461af608a5ceb6115ea6a3970e86effd1b82ea9f9
9/26/2023,scan_completed,workstation-541,6345a90945b91ebfdf3a1e6d607ebfa7507983d229b0b1eea3dcf036f2d751fe
5/10/2026,file_hash_detected,workstation-224,45bc1cfcd61b10f44c62234df64e4b01dff390f6888048b11e622d096b8d64a1
2/1/2027,file_hash_detected,host-374,21e4d727b80119985b52e9321b50898c689c7f62b5da6600ab58caf9e896dfb6
5/14/2028,file_hash_detected,laptop-538,e7cd1a770f16c47b49acf185053d585d4f8bce70680b8df2c87789cb11d905ba
1/3/2022,scan_completed,host-444,2d6278d265ff020cae3ea08ce89a00ea9b988194ccbbe295ed8a8424d70ca319
12/20/2028,quarantine_triggered,workstation-543,f1f7c4f9da866da40b70bc8f79388fa367a2422cf0f94bc354c089d836934e65
4/24/2030,file_hash_detected,host-279,6fdd2f9761c34c0de64d26d7f2db61c0253ff134b014b6ef1127d8858eac3bdd
3/15/2029,malware_alert,laptop-786,1fdf8553cb733aa4980624aea87c39275e72e00314ee1c1c1e908578a5cbd8d9
11/2/2025,scan_completed,server-257,4a2899aace8c1631440ce955d4769a5153eadb826c5f7ca2776be3b02ff55dc4
3/4/2026,malware_alert,server-292,a348281a78b2dab1582d099c912105368786c8e5299c73a03e02fff621f17759
9/4/2021,malware_alert,laptop-329,d1b9c5aad4bab0f7a89534408ea1bd40970ae07244e4a7033b97dc06baf87cf5
8/8/2030,malware_alert,server-167,052231f0cbe5305822de70511b95c8a147c7c0cb8acb96a8e9e2e296f070cb2b
12/20/2021,quarantine_triggered,workstation-472,19d3ac1d34083ef321c0ccd8eac3c5ab0b8830604a68d9cbcd3e82789dfa7b65
7/26/2030,scan_completed,host-184,7e4327b2f0c16910f4e6ba33cb582ee87727b036b07641004028e445d9525dca
7/21/2024,malware_alert,laptop-53,fa6a09b1f6f379252ccde7dfba3895caaff7d1d11ec76295859493a4da25c382
5/4/2024,quarantine_triggered,workstation-53,d0a0a6866b4ea2b5308238985c22042cf3bf2a7d38b3c1c7a934f7462738fabc
7/22/2030,malware_alert,server-609,47f5da316e2eaa9f725b640097ae7f4c4099c7bb5434a2dd0ce0b84daba648f7
5/17/2023,malware_alert,laptop-130,7d85da06dce294e780991d54f62506e2e8c063e5d912baa0bfd8d874d549e199
5/5/2027,file_hash_detected,laptop-162,8f9f189b123e8dbb132e7e9af8332c7c3ddf6b996ddf5ba46124b247b09131e7
5/13/2028,quarantine_triggered,server-264,c9733141e96a90fa039f80b1435e51dad94e19f0d25a01d6a3c169f461c10eb1
3/9/2027,quarantine_triggered,laptop-184,47ae453129a72df9c71ff47657134ce0ba1217dec22bd8bb80897f597158c3cc
7/25/2024,scan_completed,host-85,380d130477db62de88a4e9f9dc7ff51cbde120d3c1d005edfef6b6fd5e8f2032
3/13/2022,quarantine_triggered,server-467,cefd8afadefc485e7244691d753d9935efa1ef718eee1b5aad987ee140fdd1cb
12/4/2030,malware_alert,workstation-310,98865897a3fd1041dc1f76d6de22f658cbc7c6242ac9e21b38fba3d225ae5272
12/11/2025,scan_completed,server-106,a58f3f0414ea81dad31892795afd9bf52c32c4c6bf7ca2cf13374963713a6bc8
2/13/2021,file_hash_detected,laptop-388,63631eba7c5258826f1ea59198af0fa12f1539d0b9e2acae95ecf3b4407b6394
12/3/2028,scan_completed,server-769,b53d68849b58195eb2b9c7aa693d4072b037af40978bde17c8005379a42b15ca
6/3/2025,file_hash_detected,host-285,83716e6e190747ccf969462217298bc28eccdfd7c1a2a24fe40ad66f9954399e
1/2/2020,quarantine_triggered,server-503,cec0e0240c46a41ab1717800bee74deaeb96243dbf8ad91fa678c292ef611490
9/23/2022,malware_alert,workstation-240,f6d0f544fd2ffe8dcb0e469258c955ade0b0220e6dd3aab749451366168e3a3b
11/24/2021,scan_completed,host-124,e99daecdbf87f4d686cb591de8b3b8b0e40f1624d8b53ff7f6e568f7e78bb4bb
11/26/2027,quarantine_triggered,laptop-16,3c1be56405a583fbfc807b2c75838c3a6e9c8f38a200a8b77ac82158f0df5e14
3/14/2028,file_hash_detected,laptop-781,1af6d2eb38e75b3cee8d41ec2e6d5976b913ff15eaa95419be488720aa5e5d7e
7/30/2020,file_hash_detected,host-688,2cca35c05725be50501ca51c3c706e3562d6f3df1da0b081dbbf46d2e10ccafb
5/4/2027,malware_alert,server-429,735113ae3b7f6123bd8a879b879d3055904b32b45ca404b0e288e311b2adffc0
10/21/2026,quarantine_triggered,laptop-431,bd1d80f2133491aebcd084970b51ba4885bb65b54e994838127924abd8df98e7
8/3/2028,scan_completed,laptop-47,0cca27d30101ebf4cfb51141532613a8a7da424c3f4499a1d9bdd1097b5df033
5/30/2020,scan_completed,server-373,4b7707f1fe6febe6343d0b9e2925a32f70b9729efacdb238475edd64bb22f1da
9/27/2021,malware_alert,laptop-579,0bb284f89801f921c6a71896a63b1d3a947085fe13d01ffc9e43f4f3b3adff03
5/12/2021,malware_alert,workstation-247,92a8e2308dd127937f63ac8045163353817587a746a3d081f78ae3352cdeacc1
8/23/2028,file_hash_detected,workstation-450,6f28fa9a867c2c72c1fa6edf57c050e0fc8aa47935d30d84cf93c490a1ec057f
3/17/2024,malware_alert,server-170,9c28e3604a5b012c03ee1926becf8e19afd001f0eef431f83de0ed133cb92f43
2/9/2029,scan_completed,workstation-750,b1b8b49f823b31ac08d66f3facb8d2458164948243ba560db55ea38bd5efe30c
9/25/2027,malware_alert,host-124,15519873eaec30fd62933e2521455df75b335ffd9f61a72afcb58d4424d2c60a
3/10/2022,quarantine_triggered,host-363,f6cf2fae89ce96bde9e91963374b8b292c27c99586867f36403bfdebd8792800
10/18/2026,scan_completed,workstation-366,741c0d327886d0f9c9f7d5ddf3f59c3e78c157f1abbd8d944f2369bb83ae8f73
6/2/2024,file_hash_detected,laptop-84,5145e059a3be5d67e6297934ea438df4a66836662d352d9b031095e10482d9e8
2/1/2021,malware_alert,workstation-567,4ed0b4b009fe97292a8d7d48491ba6cba84a2461d2dda4690cedd1d7323d9ab3
2/3/2026,quarantine_triggered,host-354,b7f574d02a428a9707f859f32f7dbc31bce5fcb9724ccf710dc9fcb729d790ef
10/30/2029,scan_completed,workstation-452,bda360ef3ca2b8c65f99467e9d456bff7118f02c84de37438ca7779c33dfa741
7/31/2030,file_hash_detected,server-735,9a95b770c0c339d5c0a171db56e66bca97c41f9a6acd0cb40d5c7d63b9237fad
8/26/2023,scan_completed,server-194,5cf61b801efbf9148bef3c74f0b0730da4092c1316e578f79f86e1cea4779cb9
10/25/2025,scan_completed,laptop-282,15ef8a9aed826cfe700d02284de4bb6adfd92bb53fb8e5bffdac37f55e771860
11/27/2023,malware_alert,host-365,18ff8f188e8aa6d85ba1affe2a853ef7824ec0c0953523d40fdde418675c03a1
7/25/2026,file_hash_detected,host-365,191e8fb73f2926567dc6114be4281b68ba2b48e34360a490fe683ca927df72dc
2/27/2022,file_hash_detected,laptop-261,a71c9e08835dac085e288fe22bb8cb919587eec6c4eb831f2a55c58d965f949f
7/8/2020,malware_alert,host-144,63990d82205a013baab52562976e969261d60bf8bffa3e371396f0eb3c712cd1
2/24/2029,quarantine_triggered,server-34,fb5b272dfddfa6c83781a365bd8c353c9a4b9ba99ca2c6408054803c6695600e
7/12/2023,quarantine_triggered,host-787,b74589ad0f0fbb81d1006b2b2e757414188871570ddfbc0e823224b50e88e113
8/26/2030,file_hash_detected,host-512,28b7a2c75ae902c1586a30c29b7f2ff584d487809910ce109541a72c1d54e29c
4/15/2020,file_hash_detected,laptop-185,8762d9b91da3debea4d07863a9340ddd627151148dd653ff9c1064836f22da48
2/15/2021,quarantine_triggered,host-218,95c279fbfb0fed04d1c0746f587a8b46b18b5fd78af42a33a735bbd7fde581bb
6/28/2025,malware_alert,workstation-760,8f44296bec337363a2e8d658a712d2e0a5f3e470827a7b1de235a989731a66c7
8/16/2028,file_hash_detected,host-3,f6fb75a0114dd199f012a316606d215fbedaf5ae5c506297ea24f854bb3d9bff
2/18/2021,quarantine_triggered,host-524,9a2dedd29db2acd9dff55b395a378829c0d9945722fbca38b0419336cdb1e1f1
5/20/2026,file_hash_detected,server-392,8e76f64324055470d649200e76c13af7a76f59de6cdb6acb544f712791fd98b3
9/24/2024,scan_completed,server-313,c1779b7e072e74c8077bc079d8c6b0c86b1efb94e59ff75a3b5a7de0b585bdad
2/4/2020,quarantine_triggered,laptop-284,d43d25f2d5e5c19d04a719313db747d5f2104acf26702e70abcac5b52b6fe847
8/30/2025,scan_completed,server-607,3de6c7270d5da3b0c6bb0e2dce6bf742fa7ebe25af862453d5ff2ad24b766b26
2/7/2020,scan_completed,workstation-35,eb91cfadae07e43f616b2f5456edb44ec0123d0ec5f451b511a473a4405d8300
6/21/2029,malware_alert,server-448,38fa9d3c2becc77f29215fba2c62f1e08ecb7974bb370a78058e80be25816996
9/5/2022,malware_alert,workstation-555,078e8b7101b8585b143a11c4a5ed227b5e2fb8e3ce7e42f37db8b6b0130e483b
1/10/2023,malware_alert,workstation-308,41cc0ba0379d542e8ecd3743984312576459e2875468572b73ef4bf3fc352905
10/24/2022,quarantine_triggered,laptop-739,4d56c999373f5132cc5179d88155b4afcebbf9f251a8bd0c8679011c8dc7d0f1
11/19/2029,malware_alert,server-209,0bcd7b02f211960b54c676a0bd33a7f6dd6cea60d11659fc28525de642feceef
9/2/2023,scan_completed,workstation-634,22bf8c7981053d8b0af3f66e5adfefcde1d7776be188d9246a356e32b3ec595d
6/15/2022,file_hash_detected,server-377,401ccab4e594dde9a139bff869ed3a73f063f6d35046c9fee0ab5f05cb196b2e
1/25/2028,quarantine_triggered,host-48,a7cd22f5500d85ab31e5dcd5597f905e2b0970f882924cbc8312061342070e39
1/1/2026,quarantine_triggered,host-478,56f08b44c4826d340b05d50e03c46a3d6ea1a67bd5c47eb5af1962f7d44a1dd7
2/25/2026,file_hash_detected,laptop-173,ca8ce11e58160724d6b9cea56e984a77e7e6af1dd7d5cf43d7ae0a0872138b60
12/26/2020,quarantine_triggered,workstation-514,1805e3e61fdce131047d3fae8f05744180e38c5cbc37d90609dc1db8f79bb0fd
11/29/2027,quarantine_triggered,server-381,e5323a1d7ecb08fff7d0dc86c3c5a9654e3c925528e83f228c1afbdb6405b95b
7/19/2029,quarantine_triggered,host-621,7f214836fdc2b97f7b01621bb20c9bf412192533e096841fbc855f47f724c362
10/2/2024,quarantine_triggered,laptop-665,a925abc68cf7a21ed9d1655ff04571691e6213bc0d9f446ee80f4eef0249a87c
8/2/2026,malware_alert,server-539,36195e7fccc067f96e2b549674a7f9727f206780f0ffce8ae6a08aa74562a47e
1/8/2020,scan_completed,workstation-774,b42cbbd3c94dcf6fe86231b7ee5883844676fd30120575846d1a8636f4c9554d
4/14/2024,quarantine_triggered,workstation-702,7042ff57c797d827fd3b4bca0e72d56fe15db79776df25e7a636cca440221051
2/26/2027,file_hash_detected,workstation-354,6106fbd7290a5c5aff5e18922cfa78944027883071f0406981727ae9a746b2fd
2/24/2030,scan_completed,server-412,2808e0bebfe969ce81a805f61d3ffced3fc50ab27f34051fba11d4ccf46a3ace
7/23/2027,quarantine_triggered,workstation-219,56afd84a0357d616513f7a9b3c860c5f02b54e7d596bf6de9a77ee8dab990dc2
5/31/2030,quarantine_triggered,host-583,c1f79e06c17eb88c14cfba41f240532b37315d956905ad77c399d85da01978c9
12/2/2027,file_hash_detected,workstation-388,81ce05235d7aaf3e02cacf632e6b95314db6603df3c07dbd76604e4d30b20223
5/14/2030,quarantine_triggered,host-42,d94fce41504edacbed07ec7e149ca3937c78a0ad22001f05d2f23c81f9655758
4/14/2028,file_hash_detected,server-187,63fa3827fc4e19cd237ed6416a1eb64899addbd626049dcb683e4efb630e1e74
4/12/2021,malware_alert,laptop-515,988ce5b0ce19625b6205e36c27847228b4b77e943d3e5194e4f34e0f5487d3f8
8/20/2024,scan_completed,host-243,817f7772048a1e194947bd6ee3686bb2df5d4fb34006683b8d199aa2c5f79b13
2/15/2029,scan_completed,host-393,a560ab138f8e27a37f120ddc45a7e3cb66e98d6aed5fe7e34bf822f7490ae9f4
9/20/2029,quarantine_triggered,laptop-635,4fc1a90675ba7047ada4009e20108bb0de152f4509e555747572bd72c3ba5240
1/30/2030,scan_completed,laptop-745,82f881c731ee1d5b2e1c651c73b7e496477bceec4359aa3f3c049949f8054255
11/4/2028,malware_alert,host-532,1034d953c5512e4c0c5a90e0e08ab29aa41045895d3a27d48fc3a4a14cea80f1
11/15/2028,scan_completed,laptop-265,4bcc7c6a0122136811b2924b06def834ea6957a77bff2f06f1855dd9b79152f0
4/27/2020,malware_alert,workstation-439,f422eccc32af3766b5914cf526acbee1a841294d8d5cea6437f9b30de83a253a
9/21/2027,file_hash_detected,host-362,2e068755cb64286dc7766a43afca29fc7a575ed3f958d55616c9d213a590db08
1/17/2026,malware_alert,server-216,d73060a32a57bf15cfb0ef055ce1a65a1ee2d0b045bd55485832cc55d7d0d800
2/6/2025,malware_alert,workstation-290,3c1a6d73e0a486921605c2f612dc025f5533658e3c5ef877769999e51f7371a9
9/13/2026,malware_alert,laptop-625,2ede5f012d10f6286414df90cb63348e7d2d76d34a8511303dba286759fac0af
5/14/2024,quarantine_triggered,host-201,0b4c418b5339e61ba0d12e47902f5801756633d1c0336628667e7f300f9cc624
6/15/2020,file_hash_detected,workstation-123,cf054fbbce953c87aa1ee2615b7806117c17ecccdd2cbc7cea81333471f6b80a
11/25/2024,malware_alert,host-2,efc19fb772a0ca9c209ed8008efcace890e375e38279effc9d44d305c662cfa1
1/30/2028,scan_completed,server-163,1937a05faff9b0bcb0c85b29c463c5ce694c0c9b3bc3a1411cf9a63d38780dde
4/20/2030,scan_completed,laptop-83,0218ba1a3f7c265c5c893835fc2a6270229d43d236948c581879a47575d363db
1/18/2030,scan_completed,laptop-372,09ca746486300462e058fe71f44ea0e835e09c4deec69ddc71b1d7493e6e0741
1/2/2027,file_hash_detected,workstation-734,f358aefb8ea54a42aaf83d4657bf209f58f168c3bd1b1b963bdefa2346be4412
4/4/2027,scan_completed,server-91,87e070ad3f1aca413f942ddfab0ff8a4dc31361c8d61d14674792eee179d3c31
3/22/2026,file_hash_detected,server-75,8e9ae814a9577e83aa5d2efe57b19c0dd277c50f079395ecc906328054737d40
12/7/2025,file_hash_detected,host-195,92f5acda5f416fed7c7f2c58929b5c84be7641366ef6bd69cf874dd75ca8ec48
5/20/2027,file_hash_detected,server-750,0ab3850dbd0b89dde1bfd5d2e1061cf30d0cfc3819ee2ca64e75ebb0cb5be8ef
6/25/2020,file_hash_detected,server-78,152cd764a5bbb928e333f08442d07355de47bc5fca245c22237ae37ff8b67bed
3/14/2020,malware_alert,server-550,58839b17be64dd6fabdeed0bbdf34bc7e7c2197b25ff003933fb9a112503d1c8
2/21/2023,quarantine_triggered,server-432,206b1f87fdca9793f64330774f095f241741ba19339b1785996c01acb81e4d01
12/25/2030,file_hash_detected,laptop-393,1d0b26510a8942e4f394709e366c79c80acdbf0c77b009608d86fa7d1eb201d4
4/14/2021,file_hash_detected,workstation-590,6b046c67b1946b4c37b9c87e0c7eda6add409fda5c5e353dc35dba8293fbc88e
7/29/2021,quarantine_triggered,laptop-662,dd7e7d4fb3b556b92318819331e6e6662ef12c3525fe209524084999a0465837
1/11/2024,quarantine_triggered,host-186,941ac7ad4ca24e7fcaff48c6ad9a430fb027ea2b53272ae2180b1f91ef2d7470
12/28/2023,quarantine_triggered,laptop-670,48335385fc1bb458557ebfd616013cccd66a74de67da0225df7a717100a09efa
5/21/2026,malware_alert,host-349,bf71556e934bb6e876c72b86581709ab880b1f541b1594bfbc36eb3a1f94fec1
4/15/2024,file_hash_detected,server-570,d1b061746ce94766e680a5ca437ee716da5756c521432c3d3fcf362380c36c56
3/23/2025,scan_completed,server-666,4a9b7e95fd7610f6a09c65e95367260102cc7d1158dee7fe75cfe2c4075d6968
10/15/2029,file_hash_detected,laptop-648,4ce676a9dfeb2c3261a1a8fac5a704320a54b36c33c0f4defc487a61378c3ad4
5/7/2025,quarantine_triggered,host-301,7a5de56db4b7fb898903da66f8ab686670cc8e3461822fec4f9dfcb8a5802dd5
7/18/2027,malware_alert,server-736,ec1405d0bfed99a7aa02eb7ed0d7033de8c40163627d9982045ceb8dd961d02b
3/27/2020,quarantine_triggered,host-732,5cdd3168eb88f1e9b74e62f3bc0a04595464378f0e98b63277266dc99546d124
3/27/2026,file_hash_detected,host-147,c87ab8a8a5c80711f72dabf62bf77efe75e617b3f4f0410fd49838cdb7c41e42
1/3/2027,file_hash_detected,server-135,e2a89c9ea60594c0886fa7036510733a2a24b0603b4bdbe89ab7f7d8e6c3c975
10/14/2021,scan_completed,workstation-220,cf9277d4cbfae9fdb0f02ef1cd3c75df26a38cd778141dbc6c556b604e325d4d
4/28/2025,file_hash_detected,workstation-772,dcdf5bae14683eafb4f7a32c260867c97dccad1f014529ee670c78431d710db8
10/9/2020,malware_alert,server-682,8539e856bb061179d96393feb47084160950360ae4243fd164b052d0c06cb1e4
12/18/2023,malware_alert,workstation-611,db15b8152ce674da05d5009d708ce2aeee780a5fc3e2015834e20e7c62b883d2
2/28/2028,quarantine_triggered,laptop-476,5656fa4b70b0b335a8a26d017b46cf071f50f0bfce9c50cc2ba39f33399c9d53
10/29/2021,scan_completed,server-176,a3ed9feb346542fc4629e793cc772e0771681b32f3caf08b0b4baabe48375d6d
1/1/2023,scan_completed,workstation-169,e4c5582029a84c5b62505d41fc27b9eec820a707075b6b7d87ae571faad2954c
1/28/2027,malware_alert,host-114,8ccc090f69f9ca8a525021d72564efbc08e282fea0e85e7313de13feff8a9d0d
2/28/2028,scan_completed,host-729,e0d7b253bb02be0b52b5b5af533f154966b8ddb52bcc42e0e732f838572bde79
11/7/2024,malware_alert,host-768,1cd6771074d541b031b09661f6a281cc273fe511e1e927dc868f945c2d34e936
3/12/2029,file_hash_detected,server-627,ac51596cec4cdf30660cfd7a0e42c17bccb96286270ffbc8b6c6234c7b65eae4
7/9/2028,quarantine_triggered,host-312,325d4a3de67198329c5ca8c93114ae86ba7faed321bc8f77ffd0955cdeabdc35
8/16/2029,malware_alert,server-683,e1cccfff612e306d4007f478d3aab1ddf7b7ec235ed46d9a2ed819821361c89a
6/7/2025,file_hash_detected,host-604,92c3e28deb60310effa57848070652dc877f94b55db424efdbce58f8498d0232
12/5/2025,quarantine_triggered,server-20,1feff6e747a61768a3e4b2f81fae341f535ade320e98f2b5ff997f308839855b
2/10/2026,file_hash_detected,server-591,4424775cce8b79bee832ebcb4229fe97a35c7048ce7aaa3ead1fb74dbf4aab5f
2/5/2023,file_hash_detected,workstation-477,427922ec27c1e56923c84c4809d83c8c6c45daa05472f1187bea72d3a6504b00
4/22/2028,scan_completed,server-188,323db9bbdd96364979bb82b247bae08567c08c9e23c1703357919473c6e454d7
1/8/2027,scan_completed,server-766,04266d9b494a3ba85b5282cfecfeb5006a1884df56a6520f61be602f3f284b9c
10/12/2026,malware_alert,workstation-203,4316c3a0e049d2dbe7722f54c1ab789734130a311c0eb4a0dfc0f2a07517014b
9/25/2027,malware_alert,host-423,e12c10b4f288a43205841879f5ad05576ab625ee8e857ad46aa24648d53c77ac
8/25/2021,file_hash_detected,host-162,638e4211ed8fd1ecfc8553935cd8399425b42c046ad01825683235b918bc8404
2/17/2030,scan_completed,server-181,f01d1e0c95065c06b25425d6a64ccff3a33a4fd5ab3d82e60abcb0e1c8943e8f
10/3/2026,file_hash_detected,server-541,49a4ed35630f1e15738b9f5e83a94f8b4fa382837dce8dd34c348725b0d2a961
2/3/2025,malware_alert,host-33,46b9ddc08a7c9b3a6ffbc668a5dd8d9a5054f090dfd40ba3718e9f85714b88b3
9/14/2024,file_hash_detected,workstation-61,02cf462a85d072c30c229707be38efb781ae1fa06118460e68e57a7780858e3a
5/21/2024,scan_completed,laptop-72,e15a66fbc0432e5c2ec3d557d4a84763701b048cee0fc63627a4a5a6c7637712
3/3/2023,scan_completed,workstation-195,db7b931281847975bc27eb1669ca654666bd647a6e7b03aa6fd8b8e59777d9c8
1/3/2021,malware_alert,workstation-241,a67efd6f362f8267a64ca954954527daf1d4d1ddf5f3a41a0be28d0b63d96b0a
1/30/2022,quarantine_triggered,server-185,7bfd9884a4dae436846f19434c9f7101272d9e268051cc9090384622ce67071c
11/6/2020,quarantine_triggered,workstation-106,3708d135a391a9f6b2f8ef1144126b02031aafa2c279c9c228a3bac3aba69962
5/27/2028,file_hash_detected,server-635,4491c4142e238726a9e0943cd9e5240ae145f2d81822538f9113f3a6646a9e52
7/9/2022,file_hash_detected,host-684,ae1065279a6d9fc126967f084a46f227f6eff500584cfd9d2868042be8d8cac0
4/23/2027,file_hash_detected,workstation-244,5085e4eadc41870a383fdd6459e9a0e1231bae3932376786b100991b10147dc0
2/2/2024,file_hash_detected,host-222,ce6e9941d62d0890488fa18e579e9fb0e790020e442bab6127f55be536f1b4dd
9/29/2028,malware_alert,server-576,6cc1844bf803e1526ea65afbe523c55d225d785f98cd14ddbd3259c3787bef33
12/10/2026,file_hash_detected,workstation-406,5e32bb1983b551ef5a4cea9e249132b373a7ecf40c0a2780e0c84e813ac7966e
1/29/2025,quarantine_triggered,host-604,f1c7ca490e511a31ddd2177b99fd329a197bbb490bc4b57dfd065ca4fe8e4576
6/7/2028,malware_alert,server-10,474cb27e8509c2a6f7d2715b3daf2eb3e15f6c6fd43fd04cc37847b2fceb8fc8
11/15/2020,malware_alert,server-2,a4b1353df7d079f47f363f989a27c3d20ae6e33f37cafcb6a166bb8853816f5b
9/13/2024,file_hash_detected,laptop-579,4dfe1d76ec76e429b9496a2246293f5c5873b7d4f394104a69e1467f399f591d
7/28/2021,file_hash_detected,host-469,f5806e4461fb6f28ac1c6edfcabb58e7f2a28268edaa8320cb400c89341e24d9
2/19/2026,scan_completed,laptop-110,b78481d20746f777485f5b78ce5217f506f45eede8804d0cebbd8739d8d391af
9/10/2024,quarantine_triggered,laptop-156,a950487f0c562ab6976630311db91c347b7b736ada0775e4d494a1abb8bb5b92
9/17/2027,malware_alert,host-5,8e744fa3a2180431a9dee1690cc46fbcc1c14d8f069f6a7890acc51305c82009
1/15/2029,quarantine_triggered,workstation-683,58e3e6a83efdf3c837448add5d69b4d93a6ea838ffa91742410f3e69ad974f7f
4/2/2024,scan_completed,laptop-180,ed1f1a9a8945f495777adf386ae3cb34970a528cd15a34c9a4b48bf68678ea64
12/30/2026,malware_alert,server-337,89144943ad9f82a98a1b27b247b1a33be9963ac9d29c055b403d7064a45d36af
5/26/2021,scan_completed,laptop-622,ad877dc14fa9473b9bd2a36cfca3494fd9783dc1588ff4480969db188c25fae5
8/19/2028,file_hash_detected,server-388,41ec10d906d6cba0f53c2a0c096815a97859994834d293b2b682a44719e6f8c1
7/10/2029,malware_alert,laptop-529,63d326c58d7143cfaab1759ec41a187177b37d33cc343790dece4515be26f6e4
6/2/2029,quarantine_triggered,workstation-775,3bc4faa5189b8a89e98300fef7a02d431ec59a92ce4a9f0e19cb95305e5151ea
